House_ID,Date,Consumption_kWh,Avg_Temperature_C,Humidity_%,Cost_R$,Occupancy_Status,House_Type
4,2019-01-12,84.67,15.43,79.57,42.34,Vacant,Single Family
4,2019-01-13,59.91,16.08,82.52,29.95,Occupied,Townhouse
4,2019-01-14,87.31,25.78,65.97,43.66,Vacant,Apartment
4,2019-01-15,20.88,24.11,44.45,10.44,Occupied,Townhouse
4,2019-01-16,16.28,15.57,89.43,8.14,Vacant,Townhouse
4,2019-01-17,15.54,24.61,35.33,7.77,Occupied,Townhouse
4,2019-01-18,22.99,33.05,78.03,11.49,Vacant,Single Family
4,2019-01-19,96.19,23.25,86.29,48.1,Vacant,Townhouse
4,2019-01-20,24.62,23.1,88.58,12.31,Vacant,Townhouse
4,2019-01-21,22.6,16.36,33.2,11.3,Occupied,Apartment
4,2019-01-22,26.03,20.4,67.21,13.01,Occupied,Townhouse
4,2019-01-23,50.17,17.59,45.98,25.09,Vacant,Apartment
4,2019-01-24,72.08,22.96,84.67,36.04,Vacant,Townhouse
4,2019-01-25,13.42,32.88,75.71,6.71,Vacant,Apartment
4,2019-01-26,60.53,22.45,49.69,30.26,Vacant,Townhouse
4,2019-01-27,82.1,33.24,69.49,41.05,Vacant,Single Family
4,2019-01-28,95.39,21.9,72.5,47.69,Vacant,Single Family
4,2019-01-29,10.79,31.05,57.04,5.39,Vacant,Townhouse
4,2019-01-30,96.71,22.99,54.86,48.36,Occupied,Single Family
5,2019-01-01,45.85,31.87,67.12,22.93,Vacant,Apartment
5,2019-01-02,64.25,27.01,39.02,32.13,Occupied,Single Family
5,2019-01-03,11.74,34.82,84.61,5.87,Vacant,Single Family
5,2019-01-04,51.56,29.63,37.97,25.78,Vacant,Single Family
5,2019-01-05,40.85,15.49,53.31,20.43,Vacant,Apartment
5,2019-01-06,47.48,26.15,51.4,23.74,Vacant,Single Family
5,2019-01-07,24.43,23.93,70.81,12.21,Occupied,Single Family
5,2019-01-08,55.89,33.38,84.38,27.95,Occupied,Single Family
5,2019-01-09,62.24,23.85,36.23,31.12,Vacant,Apartment
5,2019-01-10,44.74,18.22,79.29,22.37,Occupied,Single Family
5,2019-01-11,50.29,26.57,53.66,25.14,Occupied,Townhouse
5,2019-01-12,15.5,22.78,62.61,7.75,Vacant,Townhouse
5,2019-01-13,38.04,25.75,35.16,19.02,Vacant,Apartment
5,2019-01-14,94.76,18.28,40.69,47.38,Vacant,Single Family
5,2019-01-15,93.4,26.45,83.36,46.7,Vacant,Apartment
5,2019-01-16,90.14,29.0,37.58,45.07,Occupied,Townhouse
5,2019-01-17,63.77,33.27,46.51,31.88,Vacant,Single Family
5,2019-01-18,66.61,32.28,78.91,33.31,Occupied,Single Family
5,2019-01-19,85.49,32.29,59.33,42.75,Occupied,Apartment
5,2019-01-20,47.73,28.25,80.27,23.87,Occupied,Townhouse
5,2019-01-21,69.95,31.89,73.7,34.98,Occupied,Single Family
5,2019-01-22,41.96,31.23,30.89,20.98,Vacant,Apartment
5,2019-01-23,21.12,17.22,74.37,10.56,Occupied,Single Family
5,2019-01-24,22.86,27.62,78.8,11.43,Vacant,Townhouse
5,2019-01-25,29.37,27.24,37.24,14.68,Vacant,Townhouse
5,2019-01-26,49.82,28.13,37.84,24.91,Occupied,Apartment
5,2019-01-27,85.19,18.53,89.94,42.59,Vacant,Townhouse
5,2019-01-28,67.5,23.15,73.84,33.75,Occupied,Townhouse
5,2019-01-29,10.55,23.46,63.53,5.28,Occupied,Single Family
5,2019-01-30,77.73,15.39,89.87,38.87,Vacant,Apartment
6,2019-01-01,39.24,15.59,82.12,19.62,Vacant,Townhouse
6,2019-01-02,44.94,29.95,86.72,22.47,Occupied,Apartment
6,2019-01-03,76.63,33.35,38.28,38.32,Occupied,Townhouse
6,2019-01-04,67.33,25.7,44.95,33.66,Vacant,Townhouse
6,2019-01-05,70.1,17.99,64.35,35.05,Occupied,Townhouse
6,2019-01-06,77.05,18.21,36.95,38.52,Vacant,Single Family
6,2019-01-07,95.72,29.52,37.15,47.86,Vacant,Apartment
6,2019-01-08,98.76,30.93,52.17,49.38,Vacant,Townhouse
6,2019-01-09,47.96,15.89,69.29,23.98,Occupied,Apartment
6,2019-01-10,67.7,17.95,65.53,33.85,Occupied,Single Family
6,2019-01-11,79.23,18.04,68.62,39.61,Occupied,Single Family
6,2019-01-12,71.33,24.86,82.44,35.66,Occupied,Single Family
6,2019-01-13,82.07,23.79,78.88,41.04,Vacant,Single Family
6,2019-01-14,37.53,28.2,48.94,18.77,Occupied,Apartment
6,2019-01-15,60.81,34.11,74.28,30.4,Vacant,Apartment
6,2019-01-16,88.72,32.75,78.77,44.36,Vacant,Townhouse
6,2019-01-17,77.74,25.38,81.14,38.87,Vacant,Apartment
6,2019-01-18,81.3,27.57,73.4,40.65,Occupied,Single Family
6,2019-01-19,82.74,26.7,44.45,41.37,Occupied,Single Family
6,2019-01-20,76.38,15.47,47.25,38.19,Occupied,Apartment
6,2019-01-21,54.23,28.35,38.01,27.12,Vacant,Townhouse
6,2019-01-22,57.2,32.88,64.27,28.6,Vacant,Single Family
6,2019-01-23,90.21,21.84,86.29,45.11,Vacant,Townhouse
6,2019-01-24,55.48,27.26,52.37,27.74,Vacant,Apartment
6,2019-01-25,53.74,27.19,82.72,26.87,Occupied,Townhouse
6,2019-01-26,38.38,24.89,71.1,19.19,Occupied,Apartment
6,2019-01-27,47.21,15.37,38.67,23.6,Occupied,Single Family
6,2019-01-28,99.01,16.52,47.0,49.5,Occupied,Apartment
6,2019-01-29,98.44,34.66,31.37,49.22,Vacant,Apartment
6,2019-01-30,10.4,28.49,36.64,5.2,Occupied,Single Family
7,2019-01-01,48.39,23.94,71.33,24.2,Vacant,Townhouse
7,2019-01-02,51.41,16.5,46.79,25.71,Vacant,Apartment
7,2019-01-03,62.64,15.27,74.32,31.32,Vacant,Apartment
7,2019-01-04,24.21,30.6,74.78,12.11,Occupied,Apartment
7,2019-01-05,98.18,27.5,39.28,49.09,Vacant,Townhouse
7,2019-01-06,10.85,15.4,63.51,5.42,Vacant,Single Family
7,2019-01-07,93.63,28.54,58.43,46.82,Vacant,Apartment
7,2019-01-08,55.25,29.15,41.2,27.63,Vacant,Single Family
7,2019-01-09,42.43,31.76,80.18,21.22,Vacant,Townhouse
7,2019-01-10,20.46,16.85,60.6,10.23,Occupied,Single Family
7,2019-01-11,32.68,22.75,55.09,16.34,Occupied,Single Family
7,2019-01-12,49.91,25.66,64.65,24.95,Occupied,Single Family
7,2019-01-13,74.68,26.09,41.52,37.34,Occupied,Apartment
7,2019-01-14,46.82,30.73,42.54,23.41,Vacant,Townhouse
7,2019-01-15,38.01,29.56,59.46,19.0,Occupied,Townhouse
7,2019-01-16,89.07,17.0,50.08,44.53,Occupied,Single Family
7,2019-01-17,55.63,30.88,89.2,27.81,Vacant,Apartment
7,2019-01-18,79.62,22.43,88.49,39.81,Vacant,Townhouse
7,2019-01-19,55.15,30.49,40.16,27.58,Occupied,Apartment
7,2019-01-20,43.26,24.1,85.44,21.63,Occupied,Single Family
7,2019-01-21,30.91,20.87,37.84,15.45,Vacant,Townhouse
7,2019-01-22,94.01,22.82,63.96,47.0,Vacant,Single Family
7,2019-01-23,73.1,32.97,78.49,36.55,Vacant,Apartment
7,2019-01-24,90.87,34.4,49.42,45.43,Occupied,Apartment
7,2019-01-25,54.81,34.62,37.56,27.4,Vacant,Single Family
7,2019-01-26,36.65,19.54,38.84,18.32,Occupied,Single Family
7,2019-01-27,42.2,21.27,30.97,21.1,Occupied,Townhouse
7,2019-01-28,32.09,20.74,52.8,16.04,Occupied,Single Family
7,2019-01-29,27.6,16.6,72.49,13.8,Vacant,Apartment
7,2019-01-30,30.59,15.66,31.87,15.3,Occupied,Apartment
8,2019-01-01,17.74,26.54,71.84,8.87,Occupied,Townhouse
8,2019-01-02,54.74,33.91,37.38,27.37,Vacant,Apartment
8,2019-01-03,24.18,19.87,61.74,12.09,Occupied,Single Family
8,2019-01-04,56.36,16.14,43.3,28.18,Vacant,Single Family
8,2019-01-05,84.87,22.49,77.93,42.43,Occupied,Apartment
8,2019-01-06,87.76,32.47,59.17,43.88,Occupied,Single Family
8,2019-01-07,35.05,24.82,54.56,17.52,Vacant,Apartment
8,2019-01-08,38.13,24.22,49.45,19.06,Vacant,Townhouse
8,2019-01-09,85.89,24.61,80.23,42.94,Occupied,Apartment
8,2019-01-10,12.64,27.74,32.15,6.32,Occupied,Single Family
8,2019-01-11,84.33,28.17,42.51,42.16,Occupied,Single Family
8,2019-01-12,29.8,21.74,53.42,14.9,Vacant,Single Family
8,2019-01-13,70.08,21.72,64.33,35.04,Vacant,Apartment
8,2019-01-14,84.17,24.56,60.33,42.08,Vacant,Townhouse
8,2019-01-15,83.06,22.73,55.52,41.53,Occupied,Single Family
8,2019-01-16,50.87,26.83,70.26,25.44,Vacant,Apartment
8,2019-01-17,44.75,19.91,74.66,22.38,Vacant,Townhouse
8,2019-01-18,48.78,27.01,54.01,24.39,Occupied,Townhouse
8,2019-01-19,76.71,23.47,53.47,38.36,Occupied,Single Family
8,2019-01-20,38.95,19.65,43.84,19.48,Occupied,Single Family
8,2019-01-21,71.13,15.09,66.8,35.56,Occupied,Single Family
8,2019-01-22,83.23,16.25,71.34,41.62,Occupied,Townhouse
8,2019-01-23,89.28,34.08,38.97,44.64,Vacant,Townhouse
8,2019-01-24,30.04,23.26,44.79,15.02,Vacant,Single Family
8,2019-01-25,95.11,16.34,40.9,47.55,Vacant,Single Family
8,2019-01-26,40.0,34.41,34.65,20.0,Vacant,Apartment
8,2019-01-27,90.05,30.44,87.86,45.02,Vacant,Apartment
8,2019-01-28,51.82,18.95,82.44,25.91,Vacant,Single Family
8,2019-01-29,19.86,27.4,88.12,9.93,Occupied,Townhouse
8,2019-01-30,91.49,25.17,39.69,45.74,Vacant,Single Family
9,2019-01-01,45.26,27.89,81.77,22.63,Occupied,Townhouse
9,2019-01-02,12.64,24.32,58.8,6.32,Vacant,Townhouse
9,2019-01-03,61.87,19.9,41.31,30.93,Vacant,Townhouse
9,2019-01-04,91.5,29.23,69.69,45.75,Vacant,Apartment
9,2019-01-05,19.14,23.86,62.93,9.57,Vacant,Townhouse
9,2019-01-06,38.93,29.46,44.39,19.46,Occupied,Apartment
9,2019-01-07,42.49,33.91,76.47,21.24,Vacant,Townhouse
9,2019-01-08,32.28,25.47,78.8,16.14,Occupied,Single Family
9,2019-01-09,24.51,24.36,74.17,12.26,Vacant,Single Family
9,2019-01-10,49.28,22.18,88.87,24.64,Vacant,Single Family
9,2019-01-11,49.78,29.19,52.3,24.89,Occupied,Single Family
9,2019-01-12,65.88,27.12,53.35,32.94,Vacant,Townhouse
9,2019-01-13,61.34,31.41,55.84,30.67,Occupied,Single Family
9,2019-01-14,35.42,15.82,82.71,17.71,Occupied,Apartment
9,2019-01-15,47.34,21.01,42.75,23.67,Occupied,Townhouse
9,2019-01-16,96.21,22.89,84.87,48.1,Vacant,Townhouse
9,2019-01-17,52.91,29.08,49.48,26.46,Vacant,Townhouse
9,2019-01-18,57.38,32.31,59.06,28.69,Vacant,Single Family
9,2019-01-19,52.45,26.62,53.74,26.22,Vacant,Apartment
9,2019-01-20,36.63,21.79,37.05,18.32,Occupied,Apartment
9,2019-01-21,94.49,17.63,69.13,47.24,Occupied,Apartment
9,2019-01-22,30.3,33.29,69.71,15.15,Vacant,Single Family
9,2019-01-23,92.32,22.26,84.05,46.16,Vacant,Single Family
9,2019-01-24,33.65,24.34,88.98,16.82,Vacant,Apartment
9,2019-01-25,95.55,25.78,72.18,47.77,Occupied,Townhouse
9,2019-01-26,60.24,23.45,51.17,30.12,Vacant,Single Family
9,2019-01-27,57.81,32.74,83.2,28.91,Vacant,Townhouse
9,2019-01-28,49.29,21.86,51.58,24.65,Occupied,Townhouse
9,2019-01-29,72.05,22.64,64.89,36.02,Vacant,Townhouse
9,2019-01-30,54.97,21.09,38.92,27.48,Vacant,Single Family
10,2019-01-01,42.54,28.5,83.01,21.27,Occupied,Townhouse
10,2019-01-02,91.39,25.39,38.84,45.69,Vacant,Single Family
10,2019-01-03,53.4,30.59,81.46,26.7,Vacant,Townhouse
10,2019-01-04,14.71,21.26,43.51,7.36,Occupied,Townhouse
10,2019-01-05,59.97,21.25,81.84,29.98,Vacant,Townhouse
10,2019-01-06,87.61,19.29,62.55,43.8,Vacant,Single Family
10,2019-01-07,79.82,15.61,35.98,39.91,Vacant,Apartment
10,2019-01-08,57.67,30.2,67.24,28.84,Vacant,Single Family
10,2019-01-09,98.91,34.37,70.47,49.45,Occupied,Apartment
10,2019-01-10,45.85,21.61,80.88,22.93,Vacant,Apartment
10,2019-01-11,72.75,24.62,38.41,36.38,Vacant,Single Family
10,2019-01-12,94.26,17.36,81.82,47.13,Vacant,Single Family
10,2019-01-13,76.65,32.93,62.81,38.32,Vacant,Single Family
10,2019-01-14,98.78,32.79,68.1,49.39,Occupied,Apartment
10,2019-01-15,34.39,34.72,84.96,17.19,Occupied,Apartment
10,2019-01-16,40.73,31.39,63.76,20.37,Occupied,Townhouse
10,2019-01-17,96.86,23.28,87.14,48.43,Occupied,Apartment
10,2019-01-18,29.72,22.34,39.11,14.86,Occupied,Apartment
10,2019-01-19,38.84,28.48,31.86,19.42,Occupied,Townhouse
10,2019-01-20,75.36,18.61,83.12,37.68,Occupied,Single Family
10,2019-01-21,31.16,15.26,52.96,15.58,Occupied,Townhouse
10,2019-01-22,97.73,29.74,89.29,48.86,Occupied,Townhouse
10,2019-01-23,32.46,31.42,30.77,16.23,Occupied,Townhouse
10,2019-01-24,83.28,19.46,48.59,41.64,Occupied,Single Family
10,2019-01-25,74.69,21.27,81.74,37.35,Vacant,Single Family
10,2019-01-26,70.67,34.38,59.41,35.33,Occupied,Apartment
10,2019-01-27,98.24,19.54,47.28,49.12,Vacant,Single Family
10,2019-01-28,67.99,31.87,54.03,34.0,Occupied,Townhouse
10,2019-01-29,61.98,30.88,86.56,30.99,Occupied,Apartment
10,2019-01-30,92.11,16.43,67.36,46.06,Vacant,Single Family
